Rarity,Set Name,Card Type,Pokemon Name,Market Price
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Dottler,4.09
Ultra Rare,XY Base Set,Pokemon,Yveltal,4.09
Uncommon,Gym Heroes,Pokemon,Dratini,4.08
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Scorbunny,4.08
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Arctovish,4.08
Uncommon,Neo Destiny,Pokemon,Haunter,4.07
Holo Rare,Deck Exclusives,Pokemon,Nidoking,4.07
Holo Rare,Deck Exclusives,Pokemon,Ninetales,4.07
Uncommon,Undaunted,Pokemon,Vaporeon,4.07
Holo Rare,Next Destinies,Pokemon,Gardevoir,4.07
Common,POP Series 6,Pokemon,Gible,4.06
Promo,Jumbo Cards,Pokemon,Rillaboom,4.06
Ultra Rare,Shining Fates,Pokemon,Crobat,4.06
Ultra Rare,Dragons Exalted,Pokemon,Terrakion,4.05
Holo Rare,Triumphant,Pokemon,Nidoking,4.05
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Sudowoodo,4.05
Ultra Rare,SM Base Set,Pokemon,Lunala,4.04
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Silicobra,4.04
Holo Rare,Nintendo Promos,Pokemon,Meowth,4.04
Holo Rare,Great Encounters,Pokemon,Darkrai,4.04
Promo,McDonald's Promos 2012,Pokemon,Dwebble,4.04
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Grapploct,4.04
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Rowlet,4.03
Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Grimmsnarl,4.03
Holo Rare,XY - Evolutions,Pokemon,Ninetales,4.03
Uncommon,Aquapolis,Pokemon,Golduck,4.03
Ultra Rare,SM - Forbidden Light,Pokemon,Xerneas,4.02
Promo,McDonald's Promos 2014,Pokemon,Furfrou,4.02
Common,Undaunted,Pokemon,Pikachu,4.02
Uncommon,Generations: Radiant Collection,Pokemon,Jirachi,4.02
Promo,XY Promos,Pokemon,Rayquaza,4.02
Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Vikavolt,4.02
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Swanna,4.01
Uncommon,Skyridge,Pokemon,Not found,4.01
Common,Skyridge,Pokemon,Skarmory,4.01
Promo,League & Championship Cards,Pokemon,Torterra,4.01
Promo,Jumbo Cards,Pokemon,Gengar,4.01
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Dragapult,4.0
Promo,First Partner Pack,Pokemon,Snivy,4.0
Common,Crystal Guardians,Pokemon,Squirtle,4.0
Holo Rare,Legends Awakened,Pokemon,Luxray,4.0
Promo,McDonald's Promos 2014,Pokemon,Honedge,4.0
Rare,Undaunted,Pokemon,Leafeon,4.0
Promo,League & Championship Cards,Pokemon,Pumpkaboo,4.0
Common,Expedition,Pokemon,Magikarp,4.0
Rare,POP Series 4,Pokemon,Deoxys,4.0
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Yamask,4.0
Uncommon,Base Set,Pokemon,Ivysaur,4.0
Common,Skyridge,Pokemon,Pineco,3.99
Uncommon,Team Rocket Returns,Pokemon,Not found,3.99
Promo,League & Championship Cards,Pokemon,Shelmet,3.99
Holo Rare,Blister Exclusives,Pokemon,Wigglytuff,3.99
Promo,McDonald's Promos 2019,Pokemon,Meowth,3.99
Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Rhyperior,3.99
Uncommon,Holon Phantoms,Pokemon,Castform,3.99
Rare,Legendary Collection,Pokemon,Pidgeotto,3.99
Ultra Rare,SM - Lost Thunder,Pokemon,Genesect,3.99
Common,Skyridge,Pokemon,Pineco,3.99
Holo Rare,Dragon,Pokemon,Crawdaunt,3.99
Ultra Rare,XY - BREAKthrough,Pokemon,Glalie,3.99
Holo Rare,SM - Unbroken Bonds,Pokemon,Porygon,3.99
Promo,Jumbo Cards,Pokemon,Zacian,3.99
Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Crobat,3.99
Promo,XY Promos,Pokemon,Salamence,3.98
Holo Rare,Legendary Treasures,Pokemon,Articuno,3.98
Ultra Rare,Dragons Exalted,Pokemon,Rayquaza,3.98
Uncommon,Aquapolis,Pokemon,Voltorb,3.98
Common,Aquapolis,Pokemon,Wooper,3.98
Promo,League & Championship Cards,Pokemon,Accelgor,3.98
Promo,Black and White Promos,Pokemon,Elgyem,3.97
Common,Skyridge,Pokemon,Teddiursa,3.97
Promo,XY Promos,Pokemon,Genesect,3.97
Rare,XY - Furious Fists,Pokemon,Leafeon,3.97
Rare,Expedition,Pokemon,Cloyster,3.97
Holo Rare,SM - Unbroken Bonds,Pokemon,Snorlax,3.97
Holo Rare,XY - Evolutions,Pokemon,Zapdos,3.97
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Volcarona,3.96
Uncommon,POP Series 1,Pokemon,Masquerain,3.96
Ultra Rare,SM - Guardians Rising,Pokemon,Kommo-o,3.96
Rare,Jungle,Pokemon,Victreebel,3.96
Promo,XY Promos,Pokemon,Ho-Oh,3.95
Ultra Rare,SM - Lost Thunder,Pokemon,Magcargo,3.95
Holo Rare,Diamond and Pearl Promos,Pokemon,Palkia,3.95
Common,Base Set (Shadowless),Pokemon,Gastly,3.95
Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,3.95
Promo,Alternate Art Promos,Pokemon,Sylveon,3.95
Promo,Jumbo Cards,Pokemon,Dragonite,3.95
Promo,Burger King Promos,Pokemon,Turtwig,3.95
Promo,Jumbo Cards,Pokemon,Decidueye,3.95
Common,Skyridge,Pokemon,Rhyhorn,3.95
Rare,SWSH04: Vivid Voltage,Pokemon,Charizard,3.95
Rare,Jungle,Pokemon,Kangaskhan,3.95
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Thievul,3.95
Rare,Blister Exclusives,Pokemon,Gardevoir,3.94
Promo,League & Championship Cards,Pokemon,Solrock,3.94
Rare,Delta Species,Pokemon,Magneton,3.94
Holo Rare,FireRed & LeafGreen,Pokemon,Beedrill,3.94
Holo Rare,Power Keepers,Pokemon,Delcatty,3.94
Holo Rare,Legends Awakened,Pokemon,Giratina,3.93
Uncommon,Emerald,Pokemon,Ninetales,3.93
Ultra Rare,SM - Celestial Storm,Pokemon,Stakataka,3.93
Rare,Neo Genesis,Pokemon,Donphan,3.93
Common,Base Set,Pokemon,Squirtle,3.93
Holo Rare,Team Magma vs Team Aqua,Pokemon,Walrein,3.92
Ultra Rare,SM - Ultra Prism,Pokemon,Celesteela,3.91
Promo,XY Promos,Pokemon,Kyogre,3.91
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Dubwool,3.91
Rare,Aquapolis,Pokemon,Exeggutor,3.91
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Eternatus,3.91
Promo,McDonald's Promos 2017,Pokemon,Cutiefly,3.91
Uncommon,Plasma Freeze,Pokemon,Not found,3.9
Rare,Fossil,Pokemon,Raichu,3.9
Holo Rare,Noble Victories,Pokemon,Conkeldurr,3.9
Prism Rare,SM - Celestial Storm,Pokemon,Jirachi,3.9
Rare,Base Set,Pokemon,Clefairy,3.9
Common,POP Series 6,Pokemon,Bidoof,3.9
Promo,SM Promos,Pokemon,Raikou,3.9
Rare,Neo Revelation,Pokemon,Sneasel,3.89
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Cufant,3.89
Rare,Delta Species,Pokemon,Slowking,3.89
Holo Rare,XY - Roaring Skies,Pokemon,Dragonite,3.89
Holo Rare,Crystal Guardians,Pokemon,Mawile,3.89
Ultra Rare,Plasma Blast,Pokemon,Kyurem,3.89
Holo Rare,Blister Exclusives,Pokemon,Muk,3.88
Promo,SM Promos,Pokemon,Zekrom,3.88
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Snom,3.88
Holo Rare,Deck Exclusives,Pokemon,Zapdos,3.87
Common,Holon Phantoms,Pokemon,Pikachu,3.87
Promo,Jumbo Cards,Pokemon,Sandslash,3.87
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Greedent,3.86
Promo,SM Promos,Pokemon,Sandslash,3.86
Common,Skyridge,Pokemon,Kakuna,3.86
Common,Expedition,Pokemon,Totodile,3.86
Promo,League & Championship Cards,Pokemon,Klefki,3.86
Promo,SM Promos,Pokemon,Primarina,3.85
Promo,League & Championship Cards,Pokemon,Claydol,3.85
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Sandaconda,3.84
Rare,Deck Exclusives,Pokemon,Blastoise,3.84
Promo,League & Championship Cards,Pokemon,Arcanine,3.84
Uncommon,Triumphant,Pokemon,Not found,3.84
Ultra Rare,Next Destinies,Pokemon,Shaymin,3.84
Promo,SM Promos,Pokemon,Bulbasaur,3.83
Promo,Blister Exclusives,Pokemon,Druddigon,3.83
Ultra Rare,Legendary Treasures,Pokemon,Reshiram,3.81
Uncommon,Base Set 2,Pokemon,Ivysaur,3.81
Uncommon,Gym Challenge,Pokemon,Haunter,3.81
Rare,Aquapolis,Pokemon,Paras,3.81
Holo Rare,Blister Exclusives,Pokemon,Emboar,3.8
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Copperajah,3.8
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Dragapult,3.8
Uncommon,Neo Destiny,Pokemon,Wigglytuff,3.8
Rare BREAK,XY - Steam Siege,Pokemon,Xerneas,3.8
Holo Rare,Supreme Victors,Pokemon,Metagross,3.79
Rare,Arceus,Pokemon,Spiritomb,3.79
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Wobbuffet,3.79
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Persian,3.79
Uncommon,POP Series 1,Pokemon,Torkoal,3.78
Uncommon,Crystal Guardians,Pokemon,Not found,3.78
Ultra Rare,XY - Furious Fists,Pokemon,Dragonite,3.77
Holo Rare,Deck Exclusives,Pokemon,Groudon,3.77
Promo,League & Championship Cards,Pokemon,Lucario,3.77
Ultra Rare,SM - Burning Shadows,Pokemon,Tapu Bulu,3.77
Holo Rare,XY Base Set,Pokemon,Trevenant,3.77
Rare,Base Set 2,Pokemon,Not found,3.77
Holo Rare,Call of Legends,Pokemon,Palkia,3.76
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Swablu,3.76
Uncommon,Expedition,Pokemon,Magmar,3.76
Uncommon,Neo Destiny,Pokemon,Scyther,3.76
Uncommon,Team Rocket Returns,Pokemon,Togepi,3.76
Rare,HeartGold SoulSilver,Pokemon,Furret,3.75
Holo Rare,HGSS Promos,Pokemon,Hitmonlee,3.75
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Gardevoir,3.75
Promo,SM Promos,Pokemon,Snorlax,3.75
Ultra Rare,XY - Fates Collide,Pokemon,Altaria,3.75
Ultra Rare,SM - Unified Minds,Pokemon,Raichu,3.74
Secret Rare,SM - Cosmic Eclipse,Pokemon,Excadrill,3.74
Holo Rare,Majestic Dawn,Pokemon,Kabuto,3.74
Promo,XY Promos,Pokemon,Yanmega,3.74
Holo Rare,Arceus,Pokemon,Froslass,3.74
Rare,Base Set 2,Pokemon,Pidgeotto,3.74
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Magneton,3.74
Rare,Neo Destiny,Pokemon,Not found,3.73
Ultra Rare,SM - Guardians Rising,Pokemon,Kommo-o,3.73
Promo,Burger King Promos,Pokemon,Chimchar,3.73
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Silvally,3.73
Promo,SM Promos,Pokemon,Solgaleo,3.73
Holo Rare,HGSS Promos,Pokemon,Minun,3.73
Ultra Rare,Next Destinies,Pokemon,Reshiram,3.72
Promo,SM Promos,Pokemon,Mewtwo,3.72
Uncommon,Stormfront,Pokemon,Budew,3.72
Promo,McDonald's Promos 2019,Pokemon,Magmar,3.72
Promo,XY Promos,Pokemon,Mewtwo,3.72
Common,SM Promos,Pokemon,Togedemaru,3.72
Ultra Rare,XY - Fates Collide,Pokemon,Alakazam,3.72
Rare,Ruby and Sapphire,Pokemon,Sceptile,3.72
Holo Rare,Deck Exclusives,Pokemon,Sirfetch'd,3.72
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Skwovet,3.71
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Hydreigon,3.71
Promo,XY Promos,Pokemon,Zygarde,3.71
Common,POP Series 2,Pokemon,Pikachu,3.71
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Copperajah,3.71
Holo Rare,Stormfront,Pokemon,Infernape,3.71
Holo Rare,Deck Exclusives,Pokemon,Tangrowth,3.7
Promo,Jumbo Cards,Pokemon,Cinderace,3.7
Ultra Rare,SM - Guardians Rising,Pokemon,Wishiwashi,3.7
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Corsola,3.7
Common,Skyridge,Pokemon,Poliwhirl,3.69
Holo Rare,Stormfront,Pokemon,Torterra,3.69
Promo,League & Championship Cards,Pokemon,Avalugg,3.69
Ultra Rare,Legendary Treasures,Pokemon,Kyurem,3.69
Promo,XY Promos,Pokemon,Noctowl,3.69
Promo,SM Promos,Pokemon,Kyogre,3.69
Uncommon,Neo Destiny,Pokemon,Unown,3.69
Ultra Rare,SM - Unified Minds,Pokemon,Heatran,3.69
Ultra Rare,SM - Burning Shadows,Pokemon,Lycanroc,3.68
Rare,Team Rocket,Pokemon,Dugtrio,3.68
Promo,Nintendo Promos,Pokemon,Whismur,3.68
Holo Rare,SM - Unbroken Bonds,Pokemon,Spiritomb,3.67
Uncommon,HeartGold SoulSilver,Pokemon,Not found,3.67
Uncommon,Expedition,Pokemon,Hitmonlee,3.67
Ultra Rare,SM - Burning Shadows,Pokemon,Salazzle,3.67
Common,HGSS Trainer Kit: Gyarados & Raichu,Pokemon,Raichu,3.66
Promo,SM Promos,Pokemon,Necrozma,3.66
Holo Rare,SM - Team Up,Pokemon,Gyarados,3.66
Ultra Rare,SWSH05: Battle Styles,Pokemon,Corviknight,3.66
Ultra Rare,XY - Ancient Origins,Pokemon,Sceptile,3.66
Common,Skyridge,Pokemon,Girafarig,3.65
Holo Rare,Nintendo Promos,Pokemon,Ludicolo,3.65
Rare,XY - Furious Fists,Pokemon,Glaceon,3.65
Common,FireRed & LeafGreen,Pokemon,Bulbasaur,3.64
Common,Base Set (Shadowless),Pokemon,Starmie,3.64
Ultra Rare,XY Base Set,Pokemon,Xerneas,3.64
Rare,Gym Heroes,Pokemon,Not found,3.63
Ultra Rare,Champion's Path,Pokemon,Gardevoir,3.63
Holo Rare,Diamond and Pearl Promos,Pokemon,Darkrai,3.63
Uncommon,Neo Destiny,Pokemon,Chansey,3.63
Ultra Rare,XY - Primal Clash,Pokemon,Gardevoir,3.63
Uncommon,POP Series 4,Pokemon,Combusken,3.62
Promo,SM Promos,Pokemon,Regirock,3.62
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zamazenta,3.62
Common,Skyridge,Pokemon,Venomoth,3.62
Rare,Majestic Dawn,Pokemon,Scizor,3.62
Holo Rare,Deoxys,Pokemon,Ninjask,3.61
Rare,Neo Destiny,Pokemon,Machamp,3.61
Holo Rare,Deck Exclusives,Pokemon,Zoroark,3.61
Uncommon,POP Series 7,Pokemon,Delibird,3.61
Promo,XY Promos,Pokemon,Bronzong,3.61
Rare,Team Rocket,Pokemon,Golbat,3.61
Promo,XY Promos,Pokemon,Celebi,3.61
Ultra Rare,Plasma Storm,Pokemon,Cobalion,3.61
Uncommon,Aquapolis,Pokemon,Tyrogue,3.61
Holo Rare,Stormfront,Pokemon,Raichu,3.6
Ultra Rare,SM - Unbroken Bonds,Pokemon,Muk,3.6
Promo,SM Promos,Pokemon,Xurkitree,3.6
Uncommon,Base Set (Shadowless),Pokemon,Machoke,3.6
Promo,League & Championship Cards,Pokemon,Solrock,3.6
Holo Rare,Blister Exclusives,Pokemon,Suicune,3.6
Holo Rare,Black and White Promos,Pokemon,Empoleon,3.6
Ultra Rare,SM - Unbroken Bonds,Pokemon,Whimsicott,3.6
Ultra Rare,SM - Unified Minds,Pokemon,Naganadel,3.6
Promo,League & Championship Cards,Pokemon,Marowak,3.59
Rare,Gym Challenge,Pokemon,Not found,3.59
Ultra Rare,SM - Crimson Invasion,Pokemon,Guzzlord,3.59
Rare,Jungle,Pokemon,Pinsir,3.59
Holo Rare,Boundaries Crossed,Pokemon,Serperior,3.59
Rare,Base Set 2,Pokemon,Pinsir,3.58
Holo Rare,HeartGold SoulSilver,Pokemon,Quagsire,3.58
Holo Rare,Platinum,Pokemon,Shaymin,3.58
Uncommon,Base Set (Shadowless),Pokemon,Kakuna,3.58
Promo,XY Promos,Pokemon,Greninja,3.58
Rare,Neo Discovery,Pokemon,Ursaring,3.58
Ultra Rare,XY - Steam Siege,Pokemon,Volcanion,3.58
Promo,SM Promos,Pokemon,Reshiram,3.56
Holo Rare,Black and White Promos,Pokemon,Deoxys,3.56
Uncommon,Delta Species,Pokemon,Kirlia,3.56
Common,Base Set (Shadowless),Pokemon,Poliwag,3.56
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Luxray,3.55
Ultra Rare,SM - Celestial Storm,Pokemon,Shiftry,3.55
Holo Rare,Dragon Vault,Pokemon,Latios,3.54
Common,Gym Challenge,Pokemon,Gastly,3.54
Holo Rare,Call of Legends,Pokemon,Pachirisu,3.54
Promo,McDonald's Promos 2011,Pokemon,Blitzle,3.54
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Vileplume,3.54
Ultra Rare,SM - Crimson Invasion,Pokemon,Nihilego,3.54
Holo Rare,XY - Evolutions,Pokemon,Nidoking,3.54
Uncommon,Gym Challenge,Pokemon,Not found,3.53
Holo Rare,Deck Exclusives,Pokemon,Samurott,3.53
Rare,Gym Challenge,Pokemon,Not found,3.53
Promo,Alternate Art Promos,Pokemon,Aegislash,3.53
Rare,Legendary Collection,Pokemon,Beedrill,3.53
Holo Rare,Deck Exclusives,Pokemon,Latias,3.53
Rare,POP Series 9,Pokemon,Raichu,3.53
Secret Rare,Shining Fates,Pokemon,Alcremie,3.53
Uncommon,Gym Heroes,Pokemon,Not found,3.53
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Eternatus,3.52
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Dragapult,3.52
Uncommon,Hidden Legends,Pokemon,Beldum,3.52
Common,Base Set,Pokemon,Bulbasaur,3.52
Ultra Rare,XY - Evolutions,Pokemon,Mewtwo,3.52
Rare,HeartGold SoulSilver,Pokemon,Feraligatr,3.52
Promo,Burger King Promos,Pokemon,Prinplup,3.52
Promo,WoTC Promo,Pokemon,Meowth,3.52
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Perrserker,3.52
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Gabite,3.51
Common,Arceus,Pokemon,Pikachu,3.51
Ultra Rare,SM - Burning Shadows,Pokemon,Muk,3.51
Holo Rare,Arceus,Pokemon,Salamence,3.51
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Dartrix,3.51
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Frosmoth,3.51
Ultra Rare,XY - Furious Fists,Pokemon,Seismitoad,3.51
Common,POP Series 6,Pokemon,Piplup,3.5
Ultra Rare,Legendary Treasures,Pokemon,Kyurem,3.5
Uncommon,POP Series 3,Pokemon,Forretress,3.5
Holo Rare,Blister Exclusives,Pokemon,Luxray,3.5
Holo Rare,Mysterious Treasures,Pokemon,Azelf,3.5
Promo,XY Promos,Pokemon,Magearna,3.5
Ultra Rare,SM - Crimson Invasion,Pokemon,Silvally,3.49
Promo,Jumbo Cards,Pokemon,Hoopa,3.49
Holo Rare,Black and White Promos,Pokemon,Oshawott,3.49
Rare,Base Set 2,Pokemon,Not found,3.49
Promo,Countdown Calendar Promos,Pokemon,Snover,3.49
Uncommon,Aquapolis,Pokemon,Seaking,3.49
Holo Rare,Deck Exclusives,Pokemon,Eevee,3.49
Rare,Neo Destiny,Pokemon,Ariados,3.49
Holo Rare,Diamond and Pearl Promos,Pokemon,Chimchar,3.48
Uncommon,Skyridge,Pokemon,Piloswine,3.48
Promo,SM Promos,Pokemon,Thundurus,3.48
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Grookey,3.48
Promo,Blister Exclusives,Pokemon,Zoroark,3.48
Ultra Rare,XY - Ancient Origins,Pokemon,Tyranitar,3.48
Holo Rare,Blister Exclusives,Pokemon,Salamence,3.48
Common,Aquapolis,Pokemon,Growlithe,3.48
Promo,SM Promos,Pokemon,Psyduck,3.48
Ultra Rare,XY - Roaring Skies,Pokemon,Gallade,3.47
Ultra Rare,XY - Evolutions,Pokemon,Venusaur,3.47
Promo,Best of Promos,Pokemon,Sneasel,3.47
Ultra Rare,XY Base Set,Pokemon,Venusaur,3.46
Promo,SM Promos,Pokemon,Raichu,3.46
Uncommon,Secret Wonders,Pokemon,Not found,3.46
Uncommon,Gym Heroes,Pokemon,Growlithe,3.46
Rare,Deck Exclusives,Pokemon,Venusaur,3.46
Common,Expedition,Pokemon,Cyndaquil,3.46
Promo,Nintendo Promos,Pokemon,Latios,3.46
Uncommon,Base Set (Shadowless),Pokemon,Not found,3.45
Rare,Stormfront,Pokemon,Scizor,3.45
Rare,Neo Discovery,Pokemon,Hitmontop,3.45
Rare,Base Set 2,Pokemon,Venomoth,3.44
Promo,SM Promos,Pokemon,Leafeon,3.44
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zacian,3.44
Promo,SM Promos,Pokemon,Pikachu,3.44
Rare,Majestic Dawn,Pokemon,Glaceon,3.44
Ultra Rare,XY - Phantom Forces,Pokemon,Manectric,3.44
Promo,Jumbo Cards,Pokemon,Zamazenta,3.43
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Sobble,3.43
Rare,EX Battle Stadium,Pokemon,Gardevoir,3.43
Common,Base Set,Pokemon,Pikachu,3.43
Holo Rare,Deck Exclusives,Pokemon,Electivire,3.43
Common,Sandstorm,Pokemon,Pikachu,3.43
Rare,Majestic Dawn,Pokemon,Flareon,3.42
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Dragapult,3.42
Rare,Legends Awakened,Pokemon,Jirachi,3.42
Holo Rare,Diamond and Pearl Promos,Pokemon,Magmortar,3.42
Promo,League & Championship Cards,Pokemon,Klefki,3.42
Common,Skyridge,Pokemon,Mantine,3.42
Uncommon,Neo Destiny,Pokemon,Croconaw,3.42
Holo Rare,Legend Maker,Pokemon,Victreebel,3.41
Uncommon,Base Set 2,Pokemon,Tauros,3.41
Common,Legendary Collection,Pokemon,Squirtle,3.41
Ultra Rare,SM - Guardians Rising,Pokemon,Toxapex,3.41
Uncommon,Aquapolis,Pokemon,Weepinbell,3.41
Ultra Rare,XY - Primal Clash,Pokemon,Aggron,3.41
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Indeedee,3.41
Rare,Neo Genesis,Pokemon,Magby,3.4
Holo Rare,SWSH04: Vivid Voltage,Pokemon,Snorlax,3.4
Rare,Team Rocket,Pokemon,Slowbro,3.4
Rare,Team Rocket,Pokemon,Not found,3.4
Holo Rare,Platinum,Pokemon,Rampardos,3.4
Rare,Legendary Collection,Pokemon,Rhydon,3.4
Rare,Unseen Forces,Pokemon,Ho-Oh,3.4
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Guzzlord,3.4
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Stonjourner,3.39
Common,Skyridge,Pokemon,Yanma,3.39
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Malamar,3.39
Ultra Rare,SM - Crimson Invasion,Pokemon,Gyarados,3.39
Ultra Rare,Plasma Storm,Pokemon,Kyurem,3.39
Uncommon,Gym Heroes,Pokemon,Not found,3.38
Ultra Rare,Boundaries Crossed,Pokemon,Cresselia,3.38
Promo,McDonald's Promos 2012,Pokemon,Servine,3.38
Rare,HeartGold SoulSilver,Pokemon,Typhlosion,3.38
Rare,FireRed & LeafGreen,Pokemon,Scyther,3.38
Ultra Rare,XY - Steam Siege,Pokemon,Magearna,3.38
Promo,League & Championship Cards,Pokemon,Spiritomb,3.37
Promo,Jumbo Cards,Pokemon,Dragapult,3.37
Uncommon,Gym Heroes,Pokemon,Slowbro,3.37
Promo,SM Promos,Pokemon,Necrozma,3.37
Promo,WoTC Promo,Pokemon,Igglybuff,3.37
Holo Rare,Diamond and Pearl Promos,Pokemon,Probopass,3.36
Uncommon,SM Promos,Pokemon,Seviper,3.36
Ultra Rare,SM - Lost Thunder,Pokemon,Ninetales,3.36
Uncommon,Skyridge,Pokemon,Kabuto,3.35
Ultra Rare,SM - Unbroken Bonds,Pokemon,Honchkrow,3.35
Promo,McDonald's Promos 2017,Pokemon,Popplio,3.35
Holo Rare,Diamond and Pearl Promos,Pokemon,Drifblim,3.35
Promo,Jumbo Cards,Pokemon,Flygon,3.34
Holo Rare,HGSS Promos,Pokemon,Noctowl,3.34
Ultra Rare,XY - Fates Collide,Pokemon,Genesect,3.34
Rare,Expedition,Pokemon,Skarmory,3.34
Promo,McDonald's Promos 2017,Pokemon,Grubbin,3.34
Rare,Base Set,Pokemon,Not found,3.34
Holo Rare,Great Encounters,Pokemon,Cresselia,3.34
Ultra Rare,SM - Guardians Rising,Pokemon,Ninetales,3.34
Promo,Jumbo Cards,Pokemon,Raichu,3.33
Uncommon,Gym Challenge,Pokemon,Not found,3.33
Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Togekiss,3.33
Promo,Jumbo Cards,Pokemon,Solgaleo,3.33
Common,Rising Rivals,Pokemon,Snorlax,3.33
Common,Skyridge,Pokemon,Machop,3.32
Common,Base Set (Shadowless),Pokemon,Vulpix,3.32
Common,Boundaries Crossed,Pokemon,Pikachu,3.32
Promo,Jumbo Cards,Pokemon,Mewtwo,3.32
Holo Rare,Deck Exclusives,Pokemon,Ninetales,3.31
Holo Rare,SM - Team Up,Pokemon,Absol,3.31
Rare,Delta Species,Pokemon,Azurill,3.31
Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Coalossal,3.31
Ultra Rare,SM Base Set,Pokemon,Solgaleo,3.31
Ultra Rare,SWSH05: Battle Styles,Pokemon,Tapu Koko,3.31
Rare,Deck Exclusives,Pokemon,Feraligatr,3.31
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Ninetales,3.31
Rare,Aquapolis,Pokemon,Vileplume,3.3
Promo,League & Championship Cards,Pokemon,Zebstrika,3.3
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Metang,3.3
Uncommon,Skyridge,Pokemon,Omanyte,3.3
Promo,League & Championship Cards,Pokemon,Karrablast,3.29
Common,Aquapolis,Pokemon,Cubone,3.29
Uncommon,Great Encounters,Pokemon,Porygon,3.29
Prism Rare,SM - Lost Thunder,Pokemon,Ditto,3.29
Promo,XY Promos,Pokemon,Beedrill,3.29
Holo Rare,XY Base Set,Pokemon,Greninja,3.29
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Sobble,3.29
Ultra Rare,SM - Crimson Invasion,Pokemon,Buzzwole,3.29
Ultra Rare,SM - Burning Shadows,Pokemon,Golisopod,3.29
Ultra Rare,SM - Ultra Prism,Pokemon,Glaceon,3.29
Ultra Rare,SM - Unbroken Bonds,Pokemon,Persian,3.29
Holo Rare,Boundaries Crossed,Pokemon,Dusknoir,3.29
Promo,Nintendo Promos,Pokemon,Treecko,3.28
Rare,Expedition,Pokemon,Fearow,3.28
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Scorbunny,3.28
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Centiskorch,3.28
Ultra Rare,SM - Unbroken Bonds,Pokemon,Venomoth,3.28
