Card Name,Rarity,Set Name,Card Type,Pokemon Name,Market Price
Alolan Ninetales GX,Ultra Rare,SM - Guardians Rising,Pokemon,Ninetales,3.34
Raichu GX - SM90 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Raichu,3.33
Blaine's Quiz #3,Uncommon,Gym Challenge,Pokemon,Not found,3.33
Togekiss VMAX,Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Togekiss,3.33
Solgaleo GX - 89 (Sun & Moon Expansion),Promo,Jumbo Cards,Pokemon,Solgaleo,3.33
Snorlax (81),Common,Rising Rivals,Pokemon,Snorlax,3.33
Machop,Common,Skyridge,Pokemon,Machop,3.32
Vulpix,Common,Base Set (Shadowless),Pokemon,Vulpix,3.32
Pikachu,Common,Boundaries Crossed,Pokemon,Pikachu,3.32
Mewtwo EX - 52/108,Promo,Jumbo Cards,Pokemon,Mewtwo,3.32
Alolan Ninetales - 28/147 (Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Ninetales,3.31
Absol,Holo Rare,SM - Team Up,Pokemon,Absol,3.31
Azurill,Rare,Delta Species,Pokemon,Azurill,3.31
Coalossal VMAX,Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Coalossal,3.31
Solgaleo GX,Ultra Rare,SM Base Set,Pokemon,Solgaleo,3.31
Tapu Koko VMAX,Ultra Rare,SWSH05: Battle Styles,Pokemon,Tapu Koko,3.31
Feraligatr (XY Phantom Forces),Rare,Deck Exclusives,Pokemon,Feraligatr,3.31
Ninetales V,Ultra Rare,SWSH02: Rebel Clash,Pokemon,Ninetales,3.31
Vileplume,Rare,Aquapolis,Pokemon,Vileplume,3.30
Zebstrika - 82/214 (League Promo) [1st Place],Promo,League & Championship Cards,Pokemon,Zebstrika,3.30
Metang,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Metang,3.30
Omanyte,Uncommon,Skyridge,Pokemon,Omanyte,3.30
Karrablast - 8/101 (Championship Promo),Promo,League & Championship Cards,Pokemon,Karrablast,3.29
Cubone,Common,Aquapolis,Pokemon,Cubone,3.29
Porygon2,Uncommon,Great Encounters,Pokemon,Porygon,3.29
Ditto Prism Star,Prism Rare,SM - Lost Thunder,Pokemon,Ditto,3.29
Beedrill EX,Promo,XY Promos,Pokemon,Beedrill,3.29
Greninja,Holo Rare,XY Base Set,Pokemon,Greninja,3.29
Sobble,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Sobble,3.29
Buzzwole GX (Full Art),Ultra Rare,SM - Crimson Invasion,Pokemon,Buzzwole,3.29
Golisopod GX (Full Art),Ultra Rare,SM - Burning Shadows,Pokemon,Golisopod,3.29
Glaceon GX,Ultra Rare,SM - Ultra Prism,Pokemon,Glaceon,3.29
Persian GX (Full Art),Ultra Rare,SM - Unbroken Bonds,Pokemon,Persian,3.29
Dusknoir,Holo Rare,Boundaries Crossed,Pokemon,Dusknoir,3.29
Treecko (16 Holofoil),Promo,Nintendo Promos,Pokemon,Treecko,3.28
Fearow (45),Rare,Expedition,Pokemon,Fearow,3.28
Scorbunny - SWSH002,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Scorbunny,3.28
Centiskorch V,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Centiskorch,3.28
Venomoth GX (Full Art),Ultra Rare,SM - Unbroken Bonds,Pokemon,Venomoth,3.28
Froakie,Promo,McDonald's Promos 2014,Pokemon,Froakie,3.28
Dialga Lv. 70,Holo Rare,Platinum,Pokemon,Dialga,3.27
Budew,Uncommon,Diamond and Pearl,Pokemon,Budew,3.27
Venonat,Common,Skyridge,Pokemon,Venonat,3.27
Regirock - XY49,Promo,XY Promos,Pokemon,Regirock,3.27
Frogadier,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Frogadier,3.27
Umbreon & Darkrai GX Oversized - SM241 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Umbreon,3.27
Duraludon - SWSH060,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Duraludon,3.27
Malamar EX,Ultra Rare,XY - Phantom Forces,Pokemon,Malamar,3.27
Kyurem (Team Plasma),Holo Rare,Plasma Freeze,Pokemon,Kyurem,3.27
Jigglypuff,Uncommon,Neo Destiny,Pokemon,Jigglypuff,3.26
Pokemon Flute,Uncommon,Base Set (Shadowless),Pokemon,Not found,3.26
Necrozma GX (Full Art),Ultra Rare,SM - Burning Shadows,Pokemon,Necrozma,3.26
Raticate,Common,Skyridge,Pokemon,Raticate,3.26
Golisopod (Cosmos Holo) - 51/236 Unified Minds,Promo,Blister Exclusives,Pokemon,Golisopod,3.25
Forretress (56),Common,Skyridge,Pokemon,Forretress,3.25
Galarian Rapidash V - SWSH111,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Rapidash,3.25
Haunter,Uncommon,Legendary Collection,Pokemon,Haunter,3.25
Dragonair (42 - Delta Species),Uncommon,Delta Species,Pokemon,Dragonair,3.25
Stonjourner,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Stonjourner,3.25
Morpeko VMAX,Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Morpeko,3.24
Centiskorch V (Full Art),Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Centiskorch,3.24
Hoothoot,Holo Rare,HGSS Promos,Pokemon,Hoothoot,3.24
Sandslash (Delta Species),Rare,Delta Species,Pokemon,Sandslash,3.24
Surfing Pikachu,Secret Rare,XY - Evolutions,Pokemon,Pikachu,3.24
Entei GX,Promo,Alternate Art Promos,Pokemon,Entei,3.24
Alolan Meowth - SM51,Promo,SM Promos,Pokemon,Meowth,3.23
Ho-Oh EX,Ultra Rare,XY - BREAKpoint,Pokemon,Ho-Oh,3.23
Pikachu,Common,Supreme Victors,Pokemon,Pikachu,3.23
Arcanine,Uncommon,Legendary Collection,Pokemon,Arcanine,3.23
Zeraora - 60/214 (SM Unbroken Bonds) (Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Zeraora,3.23
Eevee,Common,Sandstorm,Pokemon,Eevee,3.22
Furfrou (33),Common,Kalos Starter Set,Pokemon,Furfrou,3.22
Kirlia,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Kirlia,3.22
Mudkip,Common,POP Series 4,Pokemon,Mudkip,3.22
Giovanni (104),Rare,Gym Challenge,Pokemon,Not found,3.22
Smeargle,Promo,WoTC Promo,Pokemon,Smeargle,3.21
Sigilyph GX (Full Art),Ultra Rare,SM - Lost Thunder,Pokemon,Sigilyph,3.21
Gyarados,Rare,Mysterious Treasures,Pokemon,Gyarados,3.21
Marill,Promo,McDonald's Promos 2015,Pokemon,Marill,3.21
Zekrom EX,Ultra Rare,Legendary Treasures,Pokemon,Zekrom,3.21
Latias - SM135,Promo,SM Promos,Pokemon,Latias,3.21
Kommo-o GX - SM71,Promo,SM Promos,Pokemon,Kommo-o,3.20
Sandshrew,Common,Base Set (Shadowless),Pokemon,Sandshrew,3.20
Light Lanturn,Rare,Neo Destiny,Pokemon,Lanturn,3.20
Metapod,Uncommon,Expedition,Pokemon,Metapod,3.19
Blastoise EX,Ultra Rare,XY - Evolutions,Pokemon,Blastoise,3.19
Hypno,Rare,Legendary Collection,Pokemon,Hypno,3.19
Mystery Plate Alpha,Uncommon,Skyridge,Pokemon,Not found,3.19
Snubbull,Common,Skyridge,Pokemon,Snubbull,3.19
Pupitar,Uncommon,POP Series 1,Pokemon,Pupitar,3.19
Misdreavus,Promo,WoTC Promo,Pokemon,Misdreavus,3.19
Porygon,Uncommon,Base Set,Pokemon,Porygon,3.19
Articuno,Holo Rare,SM - Team Up,Pokemon,Articuno,3.18
Hitmonchan,Common,Aquapolis,Pokemon,Hitmonchan,3.18
Lucario - 64/99 (Cosmos Holo),Holo Rare,Blister Exclusives,Pokemon,Lucario,3.18
Alcremie - SWSH058,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Alcremie,3.17
Gallade EX - XY45 (XY Black Star Promo),Promo,Jumbo Cards,Pokemon,Gallade,3.17
Grookey,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Grookey,3.17
Drifblim FB,Holo Rare,Supreme Victors,Pokemon,Drifblim,3.17
Pikachu,Common,HeartGold SoulSilver,Pokemon,Pikachu,3.17
Cradily,Holo Rare,Power Keepers,Pokemon,Cradily,3.16
Eternatus V,Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Eternatus,3.16
Delcatty (EX Power Keepers),Rare,Deck Exclusives,Pokemon,Delcatty,3.16
Togekiss (HGSS Undaunted),Rare,Deck Exclusives,Pokemon,Togekiss,3.16
Giovanni's Last Resort,Rare,Gym Challenge,Pokemon,Not found,3.16
Jirachi - XY67,Promo,XY Promos,Pokemon,Jirachi,3.16
Nidorina,Common,Skyridge,Pokemon,Nidorina,3.16
Typhlosion - 20/162 (Cosmos Holo),Holo Rare,Blister Exclusives,Pokemon,Typhlosion,3.16
Pikachu - SM76,Promo,SM Promos,Pokemon,Pikachu,3.16
Tyrantrum EX,Promo,XY Promos,Pokemon,Tyrantrum,3.16
Salazzle - SM73 (Prerelease Promo),Promo,SM Promos,Pokemon,Salazzle,3.16
Machamp,Holo Rare,XY - Evolutions,Pokemon,Machamp,3.16
Beedrill,Rare,Base Set,Pokemon,Beedrill,3.16
Pikachu,Common,Stormfront,Pokemon,Pikachu,3.16
Pichu,Rare,Arceus,Pokemon,Pichu,3.15
Porygon,Uncommon,FireRed & LeafGreen,Pokemon,Porygon,3.15
Dark Exeggutor,Uncommon,Neo Destiny,Pokemon,Exeggutor,3.15
Miltank,Uncommon,Neo Genesis,Pokemon,Miltank,3.15
Magnezone,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Magnezone,3.15
Eevee - 068/113,Common,Delta Species,Pokemon,Eevee,3.14
Charmander,Common,Legendary Collection,Pokemon,Charmander,3.14
Lycanroc - SM118 (Prerelease Promo),Promo,SM Promos,Pokemon,Lycanroc,3.14
Orbeetle VMAX,Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Orbeetle,3.14
Blaine's Magmar,Uncommon,Gym Heroes,Pokemon,Magmar,3.14
Moonlight Stadium,Uncommon,Great Encounters,Pokemon,Not found,3.13
Magikarp,Common,FireRed & LeafGreen,Pokemon,Magikarp,3.13
Rolycoly,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Rolycoly,3.13
Morpeko VMAX,Ultra Rare,Shining Fates,Pokemon,Morpeko,3.13
Cyndaquil,Common,EX Battle Stadium,Pokemon,Cyndaquil,3.13
Galarian Stunfisk V (Full Art),Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Stunfisk,3.13
Eevee,Uncommon,Neo Discovery,Pokemon,Eevee,3.12
Emolga EX,Ultra Rare,XY Base Set,Pokemon,Emolga,3.12
Toxicroak EX,Ultra Rare,XY - Flashfire,Pokemon,Toxicroak,3.12
Drednaw VMAX,Ultra Rare,Champion's Path,Pokemon,Drednaw,3.12
Toxtricity V,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Toxtricity,3.12
Judge,Uncommon,Unleashed,Pokemon,Not found,3.11
Inteleon V - SWSH016,Promo,Jumbo Cards,Pokemon,Inteleon,3.11
Magnezone (DP44),Holo Rare,Diamond and Pearl Promos,Pokemon,Magnezone,3.11
Floatzel GL,Holo Rare,Rising Rivals,Pokemon,Floatzel,3.11
Pheromosa GX - SM66,Promo,SM Promos,Pokemon,Pheromosa,3.11
Dragonite EX,Ultra Rare,XY - Evolutions,Pokemon,Dragonite,3.11
Monferno (Diamond & Pearl),Promo,Burger King Promos,Pokemon,Monferno,3.10
Team Magma's Groudon (EX Team Magma vs Team Aqua),Rare,Deck Exclusives,Pokemon,Groudon,3.10
Yveltal - XY06,Promo,XY Promos,Pokemon,Yveltal,3.10
Happiny (Diamond & Pearl),Promo,Burger King Promos,Pokemon,Happiny,3.10
Aggron,Holo Rare,Mysterious Treasures,Pokemon,Aggron,3.10
Hitmontop,Promo,WoTC Promo,Pokemon,Hitmontop,3.09
Flying Pikachu,Secret Rare,XY - Evolutions,Pokemon,Pikachu,3.09
Alolan Sandshrew,Promo,McDonald's Promos 2019,Pokemon,Sandshrew,3.09
Marowak - 78/162 (League Promo) [4th Place],Promo,League & Championship Cards,Pokemon,Marowak,3.09
Guzzlord,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Guzzlord,3.09
Mimikyu - SM163,Promo,SM Promos,Pokemon,Mimikyu,3.09
Magby (52),Rare,Expedition,Pokemon,Magby,3.08
Blaine's Charmander,Common,Gym Heroes,Pokemon,Charmander,3.08
Golem,Rare,Legendary Collection,Pokemon,Golem,3.08
Leafeon,Uncommon,Rising Rivals,Pokemon,Leafeon,3.07
Zoroark GX - SM84,Promo,SM Promos,Pokemon,Zoroark,3.07
Palkia GX,Ultra Rare,SM - Ultra Prism,Pokemon,Palkia,3.06
Rapid Strike Urshifu V,Ultra Rare,SWSH05: Battle Styles,Pokemon,Urshifu,3.06
Sceptile EX - XY53,Promo,XY Promos,Pokemon,Sceptile,3.06
"Eevee - 155/214 (Let's Play, Eevee!) (Cracked Ice Holo)",Common,Deck Exclusives,Pokemon,Eevee,3.06
Altaria GX,Ultra Rare,Dragon Majesty,Pokemon,Altaria,3.06
Wimpod,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Wimpod,3.05
Crabrawler,Promo,McDonald's Promos 2017,Pokemon,Crabrawler,3.05
Flapple VMAX,Ultra Rare,SWSH05: Battle Styles,Pokemon,Flapple,3.05
M Camerupt EX,Promo,Alternate Art Promos,Pokemon,Camerupt,3.05
Malamar - SM117 (Prerelease Promo),Promo,SM Promos,Pokemon,Malamar,3.05
Volcanion Prism Star,Prism Rare,SM - Forbidden Light,Pokemon,Volcanion,3.05
Gligar,Common,Skyridge,Pokemon,Gligar,3.05
Vikavolt GX (Full Art),Ultra Rare,SM - Guardians Rising,Pokemon,Vikavolt,3.05
Machamp GX,Ultra Rare,SM - Burning Shadows,Pokemon,Machamp,3.05
Mega Lopunny & Jigglypuff GX,Ultra Rare,SM - Cosmic Eclipse,Pokemon,Jigglypuff,3.05
Reshiram,Amazing Rare,Shining Fates,Pokemon,Reshiram,3.04
Ho-Oh GX - SM57,Promo,SM Promos,Pokemon,Ho-Oh,3.04
Jolteon,Uncommon,Undaunted,Pokemon,Jolteon,3.04
Lt. Surge's Pikachu,Common,Gym Heroes,Pokemon,Pikachu,3.04
Rowlet,Promo,First Partner Pack,Pokemon,Rowlet,3.03
Xurkitree - SM116 (Prerelease Promo),Promo,SM Promos,Pokemon,Xurkitree,3.03
Accelgor - 12/101 (Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Accelgor,3.03
Quilava (46),Uncommon,Neo Genesis,Pokemon,Quilava,3.03
Aurorus EX,Promo,XY Promos,Pokemon,Aurorus,3.03
Milotic V,Ultra Rare,SWSH02: Rebel Clash,Pokemon,Milotic,3.02
Galarian Sirfetch'd V (Full Art),Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Sirfetch'd,3.02
Rillaboom V,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Rillaboom,3.02
Poipole,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Poipole,3.02
Mamoswine (HGSS Triumphant - Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Mamoswine,3.02
Malamar,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Malamar,3.02
Electrode,Rare,Base Set 2,Pokemon,Electrode,3.02
Chikorita (100),Common,Expedition,Pokemon,Chikorita,3.02
Dark Sandslash,Rare,Team Rocket Returns,Pokemon,Sandslash,3.02
Ralts,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Ralts,3.01
Darkrai GX - 88a (Burning Shadows),Promo,Jumbo Cards,Pokemon,Darkrai,3.01
Kangaskhan GX - SM188 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Kangaskhan,3.01
Hoothoot,Common,Skyridge,Pokemon,Hoothoot,3.01
Krookodile EX - XY25,Promo,XY Promos,Pokemon,Krookodile,3.01
Larvitar,Common,Aquapolis,Pokemon,Larvitar,3.01
Polteageist,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Polteageist,3.01
Eevee (Cosmos Holo),Promo,Miscellaneous Cards & Products,Pokemon,Eevee,3.01
M Camerupt EX - XY198 (XY Black Star Promos),Promo,Jumbo Cards,Pokemon,Camerupt,3.00
Claydol,Holo Rare,Deoxys,Pokemon,Claydol,3.00
Misty's Dewgong,Uncommon,Gym Challenge,Pokemon,Dewgong,3.00
Drednaw - 39/185 (Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Drednaw,3.00
Diancie,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Diancie,3.00
Magnezone,Holo Rare,Diamond and Pearl,Pokemon,Magnezone,3.00
Pheromosa,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Pheromosa,3.00
Arctozolt - SWSH036 (Prerelease Promo),Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Arctozolt,3.00
White Kyurem GX,Ultra Rare,Dragon Majesty,Pokemon,Kyurem,3.00
Starly,Common,POP Series 6,Pokemon,Starly,3.00
Empoleon - 38/162 (Battle Arena Deck Exclusive),Rare,Deck Exclusives,Pokemon,Empoleon,2.99
Cresselia,Holo Rare,Majestic Dawn,Pokemon,Cresselia,2.99
Skitty (#1),Common,XY Trainer Kit: Latias & Latios,Pokemon,Skitty,2.99
Brock's Primeape,Uncommon,Gym Challenge,Pokemon,Primeape,2.99
Scizor - 94/149 (Cosmos Holo),Holo Rare,Blister Exclusives,Pokemon,Scizor,2.99
Sceptile (EX Emerald),Rare,Deck Exclusives,Pokemon,Sceptile,2.99
M Slowbro EX,Ultra Rare,XY - Evolutions,Pokemon,Slowbro,2.99
Victini Prism Star,Prism Rare,Dragon Majesty,Pokemon,Victini,2.99
Charmander,Common,Base Set 2,Pokemon,Charmander,2.98
Meowth VMAX - SWSH005,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Meowth,2.98
Mewtwo GX,Ultra Rare,Hidden Fates,Pokemon,Mewtwo,2.98
Zygarde GX,Ultra Rare,SM - Forbidden Light,Pokemon,Zygarde,2.98
Dratini,Common,Expedition,Pokemon,Dratini,2.98
Yveltal BREAK,Rare BREAK,XY - Steam Siege,Pokemon,Yveltal,2.98
Trubbish,Common,Noble Victories,Pokemon,Trubbish,2.98
Sceptile,Rare,POP Series 1,Pokemon,Sceptile,2.98
Tornadus GX,Promo,SM Promos,Pokemon,Tornadus,2.98
Phione (12),Holo Rare,Majestic Dawn,Pokemon,Phione,2.98
Porygon,Promo,McDonald's Promos 2018,Pokemon,Porygon,2.98
Infernape,Rare,Majestic Dawn,Pokemon,Infernape,2.97
Latios Prism Star,Prism Rare,SM - Celestial Storm,Pokemon,Latios,2.97
Pachirisu (Diamond & Pearl),Promo,Burger King Promos,Pokemon,Pachirisu,2.97
Raichu GX,Ultra Rare,Shining Legends,Pokemon,Raichu,2.97
Cradily,Holo Rare,Legend Maker,Pokemon,Cradily,2.97
Horsea (85),Common,Aquapolis,Pokemon,Horsea,2.96
Croconaw,Uncommon,Expedition,Pokemon,Croconaw,2.96
Incineroar GX,Ultra Rare,SM Base Set,Pokemon,Incineroar,2.96
Cinderace VMAX,Ultra Rare,Shining Fates,Pokemon,Cinderace,2.95
Rocket's Secret Experiment,Uncommon,Gym Challenge,Pokemon,Not found,2.95
Blaine's Quiz #2,Uncommon,Gym Challenge,Pokemon,Not found,2.95
Kangaskhan,Rare,Base Set 2,Pokemon,Kangaskhan,2.94
Dewott,Promo,McDonald's Promos 2012,Pokemon,Dewott,2.94
Zapdos G,Holo Rare,Arceus,Pokemon,Zapdos,2.94
Delibird - 38/149 (League Promo) [3rd Place],Promo,League & Championship Cards,Pokemon,Delibird,2.94
Volcarona - 15/114 (League Promo) [2nd Place],Promo,League & Championship Cards,Pokemon,Volcarona,2.94
Galarian Mr. Rime,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Mr. Rime,2.94
Venusaur (EX Secret Wonders),Rare,Deck Exclusives,Pokemon,Venusaur,2.94
Rockruff,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Rockruff,2.94
Silvally GX - SM91 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Silvally,2.94
Dodrio,Uncommon,Aquapolis,Pokemon,Dodrio,2.94
Rocket's Meowth,Uncommon,Team Rocket Returns,Pokemon,Meowth,2.94
Landorus - 58/111 (XY Furious Fists),Rare,Deck Exclusives,Pokemon,Landorus,2.93
Meowstic EX,Ultra Rare,Generations,Pokemon,Meowstic,2.93
Espeon (HGSS Undaunted),Rare,Deck Exclusives,Pokemon,Espeon,2.93
Kartana GX (Full Art),Ultra Rare,SM - Crimson Invasion,Pokemon,Kartana,2.93
Lucario GX - SM100,Promo,SM Promos,Pokemon,Lucario,2.93
Toxtricity,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Toxtricity,2.93
Latias,Holo Rare,Dragon Vault,Pokemon,Latias,2.92
Luxray,Rare,POP Series 8,Pokemon,Luxray,2.92
Unown (X),Holo Rare,Unseen Forces,Pokemon,Unown,2.92
Erika's Clefairy,Uncommon,Gym Challenge,Pokemon,Clefairy,2.92
Azumarill (Delta Species),Rare,Delta Species,Pokemon,Azumarill,2.92
Kyogre,Amazing Rare,Shining Fates,Pokemon,Kyogre,2.92
Porygon2,Holo Rare,HGSS Promos,Pokemon,Porygon,2.92
Pidgeotto,Uncommon,Expedition,Pokemon,Pidgeotto,2.92
Blaine's Kangaskhan,Uncommon,Gym Heroes,Pokemon,Kangaskhan,2.92
Raichu,Uncommon,Supreme Victors,Pokemon,Raichu,2.91
Butterfree,Rare,Legendary Collection,Pokemon,Butterfree,2.91
Alolan Exeggutor,Promo,McDonald's Promos 2019,Pokemon,Exeggutor,2.91
Castform Rain Form,Uncommon,Legends Awakened,Pokemon,Castform,2.91
Crobat G,Uncommon,Platinum,Pokemon,Crobat,2.90
Wooloo,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Wooloo,2.90
Piplup,Uncommon,Legendary Treasures: Radiant Collection,Pokemon,Piplup,2.90
Corviknight,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Corviknight,2.90
Zacian V - SWSH018,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Zacian,2.90
Kartana,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Kartana,2.89
Silvally (Cosmos Holo) - 184/236 Unified Minds,Promo,Blister Exclusives,Pokemon,Silvally,2.89
Ariados,Rare,Aquapolis,Pokemon,Ariados,2.89
Dialga G - 7/127 (League Promo),Promo,League & Championship Cards,Pokemon,Dialga,2.89
Wartortle,Uncommon,Base Set,Pokemon,Wartortle,2.89
Heracross EX,Ultra Rare,XY - Furious Fists,Pokemon,Heracross,2.89
Ho-Oh GX,Ultra Rare,SM - Burning Shadows,Pokemon,Ho-Oh,2.89
Snorlax - SWSH032,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Snorlax,2.88
Drampa GX (Full Art),Ultra Rare,SM - Guardians Rising,Pokemon,Drampa,2.88
Nidoking,Rare,Secret Wonders,Pokemon,Nidoking,2.88
Marill,Promo,WoTC Promo,Pokemon,Marill,2.88
Charmander,Common,Alternate Art Promos,Pokemon,Charmander,2.88
Switch,Uncommon,HeartGold SoulSilver,Pokemon,Not found,2.88
Blaine's Charmander,Common,Gym Challenge,Pokemon,Charmander,2.88
Exeggcute,Uncommon,FireRed & LeafGreen,Pokemon,Exeggcute,2.87
Tauros GX (Full Art),Ultra Rare,SM Base Set,Pokemon,Tauros,2.87
Eevee - SM235,Promo,SM Promos,Pokemon,Eevee,2.87
Deoxys (Attack Forme),Rare,Deoxys,Pokemon,Deoxys,2.87
Magnemite (26),Rare,Neo Discovery,Pokemon,Magnemite,2.87
Rowlet,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Rowlet,2.87
Dedenne,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Dedenne,2.87
Dark Wigglytuff,Uncommon,Neo Destiny,Pokemon,Wigglytuff,2.86
Fennekin,Promo,McDonald's Promos 2014,Pokemon,Fennekin,2.86
Flareon,Rare,Rising Rivals,Pokemon,Flareon,2.86
Detective Pikachu,Rare,Detective Pikachu,Pokemon,Pikachu,2.86
Nidoqueen,Rare,Rising Rivals,Pokemon,Nidoqueen,2.86
Dark Arbok (19),Rare,Team Rocket,Pokemon,Arbok,2.86
Seviper,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Seviper,2.86
Kangaskhan,Common,Aquapolis,Pokemon,Kangaskhan,2.85
Kingdra GX,Ultra Rare,Dragon Majesty,Pokemon,Kingdra,2.85
Blaziken,Rare,POP Series 1,Pokemon,Blaziken,2.85
Dark Wartortle,Uncommon,Team Rocket,Pokemon,Wartortle,2.85
Alolan Diglett,Promo,McDonald's Promos 2017,Pokemon,Diglett,2.85
Crobat VMAX - SWSH099,Promo,Jumbo Cards,Pokemon,Crobat,2.85
Voltorb,Common,Skyridge,Pokemon,Voltorb,2.84
Dusclops,Holo Rare,Deoxys,Pokemon,Dusclops,2.84
Melmetal - SM181 (Prerelease Promo),Promo,SM Promos,Pokemon,Melmetal,2.84
Beheeyem BREAK,Promo,XY Promos,Pokemon,Beheeyem,2.84
Gyarados GX - SM212 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Gyarados,2.84
Alolan Meowth,Promo,McDonald's Promos 2017,Pokemon,Meowth,2.84
Charmander,Common,Dragon Majesty,Pokemon,Charmander,2.83
Jolteon,Rare,POP Series 3,Pokemon,Jolteon,2.83
Shuppet,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Shuppet,2.83
Slowpoke,Common,Aquapolis,Pokemon,Slowpoke,2.83
Arcanine,Uncommon,Base Set 2,Pokemon,Arcanine,2.82
Lucario C,Rare,Supreme Victors,Pokemon,Lucario,2.82
Garchomp EX,Promo,XY Promos,Pokemon,Garchomp,2.82
Oshawott,Promo,McDonald's Promos 2011,Pokemon,Oshawott,2.82
Dragonite,Rare,SM - Unified Minds,Pokemon,Dragonite,2.82
Maractus,Promo,McDonald's Promos 2011,Pokemon,Maractus,2.81
Venomoth (29),Rare,Jungle,Pokemon,Venomoth,2.81
Dialga GX,Ultra Rare,SM - Ultra Prism,Pokemon,Dialga,2.81
Rayquaza - XY141,Promo,XY Promos,Pokemon,Rayquaza,2.81
Nidoran M,Common,Base Set (Shadowless),Pokemon,Not found,2.81
Starmie (30 - Delta Species),Rare,Delta Species,Pokemon,Starmie,2.80
Gastrodon East Sea,Holo Rare,Secret Wonders,Pokemon,Gastrodon,2.80
Empoleon,Holo Rare,Stormfront,Pokemon,Empoleon,2.80
Bunnelby,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Bunnelby,2.80
Zoroark,Holo Rare,Black and White,Pokemon,Zoroark,2.80
Rhyperior,Holo Rare,Diamond and Pearl,Pokemon,Rhyperior,2.80
Oranguru,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Oranguru,2.80
Brock's Sandslash,Uncommon,Gym Challenge,Pokemon,Sandslash,2.80
Ninetales,Rare,Platinum,Pokemon,Ninetales,2.80
Unown (R),Uncommon,Legends Awakened,Pokemon,Unown,2.79
Giratina Prism Star,Prism Rare,SM - Ultra Prism,Pokemon,Giratina,2.79
Xurkitree,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Xurkitree,2.79
Latias (Delta Species),Rare,Holon Phantoms,Pokemon,Latias,2.79
Gallade,Rare,POP Series 7,Pokemon,Gallade,2.79
